附件1：违法网站域名（13480个）,,,,
序号,网站名称,URL,网站IP地址,类别
3881,南方军刀网,http://dao3188.com,199.27.135.81,管制刀具
3882,中国刀网,http://dao5.com/index.asp,174.139.92.195,管制刀具
3883,世界名刀网,http://dao516.com,112.121.185.253,管制刀具
3884,刀酷网,http://dao838.com,66.147.240.96,管制刀具
3885,久友刀具网,http://daojui.com,173.201.144.128,管制刀具
3886,中国·阳江刀剑直销批发网,http://daopf.net,218.213.91.40,管制刀具
3887,刀剑网,http://daopifa.com,67.20.107.108,管制刀具
3888,刀在手,http://daozaishou.com,98.126.132.66,管制刀具
3889,名刀军刀商城网,http://fy189.com,96.43.141.73,管制刀具
3890,好刀网,http://gooddao.com,173.201.197.189,管制刀具
3891,悍刀行,http://handao.hk,112.121.162.94,管制刀具
3892,户外刀具网,http://hwdj7.com,69.89.31.60,管制刀具
3893,战刀网,http://izhandao.com,72.167.232.202,管制刀具
3894,军刀专卖网,http://jd1880.com,49.247.252.53,管制刀具
3895,军刀专卖网,http://jd1880.net,66.212.30.202,管制刀具
3896,精品军刀网,http://jingdao001.com,184.154.61.170,管制刀具
3897,军刀520,http://jundao520.com,173.231.29.114,管制刀具
3898,名刀网,http://jundao888.com,96.44.178.220,管制刀具
3899,军刀专卖网,http://jundaozhuanmai.com,112.121.162.35,管制刀具
3900,军刀专卖网,http://jundaozhuanmai.net,66.147.240.152,管制刀具
3901,冷锋刀铺,http://lfdb758.net,59.188.8.76,管制刀具
3902,麦到商务,http://maidao8.com,98.126.57.122,管制刀具
3903,军刀专卖网,http://nono16988.com,182.50.149.1,管制刀具
3904,顶尖刀网,http://topdao.net,173.201.197.189,管制刀具
3905,卖刀网,http://twodao2012.com,216.24.195.149,管制刀具
3906,阳江精品刀具网,http://wjhtools.com,69.175.104.186,管制刀具
3907,127名品网,http://www.127dao.com,98.126.189.196,管制刀具
3908,第一军刀网,http://www.128dao.com,98.126.59.90,管制刀具
3909,169军刀网,http://www.169jundao.com,219.90.126.236,管制刀具
3910,董姐刀剑,http://www.1818dao.net,98.126.189.194,管制刀具
3911,要把军刀网,http://www.18jundao.com,96.44.178.220,管制刀具
3912,精品唐刀36礼品网,http://www.36lp.com,49.247.252.172,管制刀具
3913,我要防卫网,http://www.51fw8.com,68.68.96.120,管制刀具
3914,军刀批发直销供应商,http://www.51knives.com,112.121.162.36,管制刀具
3915,名刀坊,http://www.592dao.com,216.245.198.37,管制刀具
3916,蓝箭军刀蓝箭军刀,http://www.66806680.com,184.154.1.34,管制刀具
3917,世界名刀网,http://www.8h66.cn,76.73.72.163,管制刀具
3918,阳江精品军刀网,http://www.911dao.com,67.20.114.98,管制刀具
3919,阳江野营军刀网,http://www.911knife.com,67.20.102.139,管制刀具
3920,要把军刀网,http://www.baodao123.net,96.44.178.220,管制刀具
3921,宝刀吧,http://www.baodao8.com,96.44.178.220,管制刀具
3922,中国冷兵斋,http://www.chinalbz.com,98.126.254.57,管制刀具
3923,51刀具批发网,http://www.chinamyw.cn,72.167.190.121,管制刀具
3924,中国·百兵坊刀具厂,http://www.cnbbf.com,180.178.48.243,管制刀具
3925,中国·阳江刀具批发网,http://www.cnpss.com,112.121.185.254,管制刀具
3926,军刀网,http://www.dao008.com,49.247.252.14,管制刀具
3927,天津户外刀具批发商城,http://www.dao022.com,216.83.40.110,管制刀具
3928,灵刀网,http://www.dao07.com,173.255.246.58,管制刀具
3929,刀汇网,http://www.dao08.com,218.213.91.34,管制刀具
3930,战术刀迷网,http://www.dao138.com,174.139.4.19,管制刀具
3931,阿兰得龙野营刀具网,http://www.dao1888.com,98.126.59.90,管制刀具
3932,世界名刀之家,http://www.dao19.com,98.126.59.90,管制刀具
3933,军刀世界,http://www.dao315.com,202.65.205.222,管制刀具
3934,名刀大全,http://www.dao516.com,112.121.185.253,管制刀具
3935,我爱军刀网,http://www.dao520.com,216.83.40.109,管制刀具
3936,世界名刀网,http://www.dao521.com,216.83.40.107,管制刀具
3937,阳江刀具批发旗舰店网站,http://www.dao668.com,98.126.18.50,管制刀具
3938,名刀世界,http://www.dao688.com,182.50.146.128,管制刀具
3939,阳江刀具直销网,http://www.dao81.com,205.209.151.109,管制刀具
3940,阳江坚锋刀具直销网,http://www.dao818.com,58.64.142.70,管制刀具
3941,刀魂网,http://www.daohun8.com,202.157.181.73,管制刀具
3942,刀迷之家,http://www.daomiwang.com,112.121.187.43,管制刀具
3943,刀迷网,http://www.daomw.com,98.126.149.18,管制刀具
3944,刀神网,http://www.daosw.com,208.43.137.105,管制刀具
3945,刀下留人网,http://www.daoxialiuren.com,121.127.249.202,管制刀具
3946,厦门鼎盛铁铺,http://www.ds-tp.cn,216.83.40.110,管制刀具
3947,军刀商城,http://www.fy189.com,96.43.141.73,管制刀具
3948,好刀网,http://www.gooddao.com,173.201.197.189,管制刀具
3949,名刀汇,http://www.handao.hk,112.121.162.94,管制刀具
3950,宏刀网,http://www.hjdj108.com,174.139.4.19,管制刀具
3951,刀霸网,http://www.idao5.com,173.255.211.168,管制刀具
3952,中外刀具直销网,http://www.ispo100.com,109.237.140.38,管制刀具
3953,军刀网,http://www.jczjy.com,110.34.134.222,管制刀具
3954,军刀铺,http://www.jundaopu.com,173.236.25.202,管制刀具
3955,军刀铺,http://www.jundaou.com,98.126.53.82,管制刀具
3956,军刀专卖网,http://www.jundaozhuanmai.net,66.147.240.152,管制刀具
3957,丛林户外,http://www.jungleoutdoor.com,112.121.162.37,管制刀具
3958,K刀网,http://www.k-dao.com,174.139.208.100,管制刀具
3959,世界品牌刀具专卖网,http://www.knifecart.com,112.121.162.38,管制刀具
3960,酷刀坊,http://www.koodao.net,112.175.245.80,管制刀具
3961,刀具直銷網,http://www.kwyknife.com,49.247.252.34,管制刀具
3962,客子名刀网,http://www.kzvv.com,66.212.30.202,管制刀具
3963,老胡刀铺,http://www.laohudaopu.com,216.83.40.110,管制刀具
3964,中国刀具直销网,http://www.maidaow.com,183.90.184.187,管制刀具
3965,中国铭刀直销网,http://www.mjdao86.com,49.247.252.202,管制刀具
3966,中华购物网,http://www.my58.net,202.59.152.202,管制刀具
3967,气枪货到付款,http://www.nndshop.com,173.83.186.101,管制刀具
3968,中国户外刀具网,http://www.outdao.com,205.209.173.244,管制刀具
3969,悍刀行,http://www.s30v.com,175.41.20.254,管制刀具
3970,淘军刀专卖网,http://www.taojundao.com,98.126.53.84,管制刀具
3971,户外刀迷网,http://www.us-dao.com,173.201.197.189,管制刀具
3972,军刀出售,http://www.woaidao.net,74.117.58.118,管制刀具
3973,中国刀网,http://www.woyaodao.com,97.74.163.25,管制刀具
3974,山东安泰安防器材公司,http://www.xinytong.com,98.126.53.76,管制刀具
3975,英吉沙小刀专卖,http://www.xjtchn.cn,180.178.46.162,管制刀具
3976,阳江刀具专卖网,http://www.yangjiangdao.net,180.178.48.244,管制刀具
3977,世界军刀大全网,http://www.yjbbf.com,112.121.185.251,管制刀具
3978,刀剑迷城,http://www.yjdao2009.cn,174.139.4.18,管制刀具
3979,中国·兵工坊,http://www.yjdj33.com,67.228.96.144,管制刀具
3980,阳江刀具批发商城,http://www.yjkfe.com,216.83.40.108,管制刀具
3981,阳江刀具网,http://www.yjkwy.com,49.247.252.34,管制刀具
3982,淘刀行,http://www.yjtaodao.com,111.92.234.132,管制刀具
3983,刀友网,http://www.zp186.com,96.43.141.73,管制刀具
3984,世界军刀大,http://yjbbf.com,112.121.185.251,管制刀具
3985,刀客网,http://yjdaow.com,112.175.245.215,管制刀具
3986,阳江刀具批发城,http://yjdj33.com,67.228.96.144,管制刀具
3987,阳江刀具批发商城,http://yjdjw.com,96.44.183.197,管制刀具
3988,阳江刀具批发商城,http://yjkfe.com,216.83.40.108,管制刀具
3989,中轩定购大全,http://www.shineijiaquan.com,96.44.170.115,假币
3990,假币定购,http://www.qukaicun.com,98.126.20.61,假币
3991,假钱出售,http://shineijiaquan.com,96.44.170.115,假币
3992,上海迅富集团,http://08714.com,184.168.252.95,假币
3993,出售假币,http://www.jiaqian.info,98.126.20.58,假币
3994,出售假钱假钞假币货到付款,http://www.chin996.com,184.105.242.177,假币
3995,事事如意生活論壇,http://www.ccue.com,74.200.12.120,假币
3996,旅罗华人报论坛,http://www.cn-ro.eu,85.9.22.87,假币
3997,欧洲指南,http://www.eurguide.com,69.89.22.144,假币
3998,中国货代网,http://www.freightcn.com,174.37.183.194,假币
3999,瑞典耶夫勒中国学生学者联合会论坛,http://www.higcnstu.se,193.202.110.113,假币
4000,人在瑞士论坛,http://www.rzrs.org,67.205.47.169,假币
4001,美国华人论坛,http://www.ushuaren.com,72.44.80.203,假币
4002,英剧迷,http://yingjumi.com,67.227.137.12,假币
4003,IRIP论坛,http://137.189.100.50,137.189.100.50,假币
4004,环球社区,http://bbs.gcpnews.com,75.125.235.163,假币
4005,淘宝货源网,http://bbs.renrenwen.com,67.20.102.150,假币
4006,金紫荆,http://www.jinzijing.com,97.74.20.53,假币
4007,iHome,http://www.snowpear.com,69.64.78.183,假币
4008,Speak88,http://www.speak88.com,66.40.38.124,假币
4009,天津工业大学论坛-天工大BBS-天工开物,http://www.tjpubbs.org,204.74.215.118,假币
4010,学在美国公司--留学美国论坛,http://xzusa.com,72.167.232.185,假币
4011,假硬币出售,http://3254.yfyf.net,174.128.236.181,假币
4012,日华人汽车工程师协会,http://as.net-qq.net,173.201.216.72,假币
4013,日华人汽车工程师协会,http://baishan.net-qq.net,173.201.216.72,假币
4014,出售假钱,http://bbs.2010hosting.com,113.10.155.75,假币
4015,卖假钱出售假钱假钱买卖,http://jc888.cjb.net,216.194.70.11,假币
4016,出售假币,http://jiachao.cjb.net,216.194.70.11,假币
4017,老GAY,http://www.laogay.com,66.212.29.83,假币
4018,中国模特招聘网,http://www.mtycw.com,50.23.160.207,假币
4019,出售高仿假币,http://zbdoopp.ixiezi.com,74.207.240.61,假币
4020,假钱出售,http://zzbb168.com,76.73.64.74,假币
4021,郑州维康财税代理,http://www.zzwkcs.com,97.74.186.167,假发票
4022,厦门开发票—维和税务代理有限公司,http://www.zxxfapiao.com,173.83.181.96,假发票
4023,浙江开发票,http://www.zxwww.com,98.126.44.162,假发票
4024,吉安税务开有限公司,http://www.zoum.com.cn,50.6.141.169,假发票
4025,开东莞发票,http://www.zlcs68.com,74.117.57.53,假发票
4026,广州中正税务代理有限公司,http://www.zhongzhengdl.com,72.18.195.86,假发票
4027,上海发票,http://www.zherv.com,173.83.92.162,假发票
4028,北京高效票务公司,"http://www.zggaoxiao.com ",66.90.65.250,假发票
4029,代开增值税,http://www.zgflcp.net,74.82.166.243,假发票
4030,深圳开发票,http://www.yuandatech.com,50.6.165.96,假发票
4031,青岛亿裕财税有限公司,http://www.yiyucaishui.com,66.212.29.137,假发票
4032,山东开发票|开山东发票|济南开发票|济南发票,http://www.yixinsw.com,49.247.252.169,假发票
4033,济南永恒税务代理有限公司,http://www.yhshuiwu.com,174.36.191.230,假发票
4034,烟台发票,http://www.yantaifapiao.com,50.6.105.8,假发票
4035,厦门鼎盛税务咨询有限公司,http://www.xmdssw.com,174.36.184.126,假发票
4036,厦门市永丰税务代理有限公司,http://www.xiamenfp.com,184.105.241.160,假发票
4037,广州发票找坳德税务代理有限公司,http://www.xgguangzhoufp.com,184.105.241.213,假发票
4038,长沙国财税务代理有限公司,http://www.xgcsfapiao.com,184.105.241.213,假发票
4039,无锡市欧尔雅财税服务有限公司,http://www.wxkaifapiao.com,49.247.252.92,假发票
4040,无锡鼎鑫财税,http://www.wxdxcs.com,67.228.89.166,假发票
4041,无锡发票,http://www.wxdkfp.com,67.228.212.165,假发票
4042,南京开发票,http://www.whxcsw.com,174.128.238.3,假发票
4043,睿荣税务代理有限公司,http://www.whfp2011.com,184.105.241.172,假发票
4044,深圳佳鑫财税代理顾问有限公司,http://www.wfapiao.com,83.170.115.254,假发票
4045,北京发票,http://www.web5050.com,112.121.187.66,假发票
4046,上海税务代理开发票,http://www.vvvippp.com,218.103.85.231,假发票
4047,财税顾问有限公司,http://www.tjpccs.com,174.139.21.12,假发票
4048,杭州天创财务咨询有限公司,http://www.tianchuangfp.com,97.74.215.104,假发票
4049,丰锐财税咨询有限公司,http://www.tangshanfapiao.com,50.6.105.2,假发票
4050,郑州开发票,http://www.szxmcw.com,174.36.131.235,假发票
4051,深圳宏旺税务代理有限公司,http://www.szkfpiao.com,216.218.246.166,假发票
4052,深圳发票,http://www.szjhcs.com,173.83.186.125,假发票
4053,苏州开发票,http://www.suzhoufapiao2009.com,174.139.245.43,假发票
4054,苏州市苏润税务票务有限公司,http://www.srswdl.com,67.228.107.210,假发票
4055,上海发票公司,http://www.shjei.com,173.83.175.186,假发票
4056,北京顺发发票有限公司,http://www.sfffp.com,180.178.37.51,假发票
4057,华盛财税,http://www.sdhscs.com,97.74.186.167,假发票
4058,深圳开发票,http://www.rpzg111.com,98.126.74.18,假发票
4059,沈阳开发票有限公司,http://www.robm.com.cn,182.16.3.165,假发票
4060,广州发票|深圳发票,http://www.qqik8.cn,173.252.207.222,假发票
4061,志鸿财税有限公司,http://www.qingdao12580.com,205.209.183.70,假发票
4062,齐凰财务发票公司,http://www.qihuangdi.net,184.82.137.39,假发票
4063,青岛市鹏飞财税顾问有限公司,http://www.qdpfcs.com,110.34.130.254,假发票
4064,永顺财税有限公司,http://www.piaonj8.com,96.46.8.59,假发票
4065,武汉发票|武汉开发票|武汉开普通增值税发票,http://www.phshuiwu.com,174.128.238.5,假发票
4066,深圳市鹏程税务代理有限公司,http://www.pcshuiwu.com,66.160.134.177,假发票
4067,郝誉发票咨询,http://www.packsky.cn,98.126.58.242,假发票
4068,南通中能财税代理有限公司,http://www.ntfapiao.info,173.252.199.73,假发票
4069,厦门发票,http://www.naoyqw.com,174.139.245.49,假发票
4070,荣昌财务有限公司,http://www.mbdxxl.com,184.168.142.238,假发票
4071,东莞各行各业发票,http://www.lstcnqonu.com,173.83.11.155,假发票
4072,青岛开发票|开青岛发票|青岛开发票|广告发票|13570845796-新德盈税务公司,http://www.lla023.com,173.83.224.92,假发票
4073,联华财税开有限公司,http://www.lianhuaff.com,205.209.184.58,假发票
4074,南京发票,http://www.kyleff.com,205.209.184.58,假发票
4075,福建开发票公司,http://www.krut.com.cn,49.247.252.198,假发票
4076,顺博税务代理有限公司,http://www.kodl.com.cn,49.247.252.59,假发票
4077,济南发票税务有限公司,http://www.jnkaifp.com,50.6.88.144,假发票
4078,深圳税务开有限公司,http://www.jlddkfp.com,174.36.177.9,假发票
4079,长沙开发票,http://www.jingufp.com,67.228.209.102,假发票
4080,深圳发票，深圳开发票，开深圳发票，深圳发票13510228098方先生,http://www.hzzrtz.com,205.209.184.58,假发票
4081,北京发票,http://www.hr788.com,110.34.130.195,假发票
4082,南京开发票,http://www.hongyu18.com,76.162.162.25,假发票
4083,北京发票关注网,http://www.guanzhunet.org,184.82.137.4,假发票
4084,肇庆阳光财税咨询有限公司,http://www.guangzyangguang.com,96.44.172.26,假发票
4085,广州发票_广州开发票-15019266700|广州开增值税发票,http://www.guangzgycww.com,98.126.46.181,假发票
4086,广福财税,http://www.gfucs.com,114.142.153.15,假发票
4087,广东信盈财税代理,http://www.gdxycs.com,58.64.173.49,假发票
4088,广粤财务,http://www.fsyscs.com,67.228.202.197,假发票
4089,上海税务代理有限公司,http://www.fpdkzx.com,174.120.213.195,假发票
4090,北京发票,http://www.fpbbb.com,98.126.27.178,假发票
4091,顺水财税代理公司,http://www.fp6789.com,174.139.21.202,假发票
4092,宁波发票,http://www.fjdcd.com,96.44.153.154,假发票
4093,深圳发票,http://www.fapiaoshenzhen.com,50.6.105.1,假发票
4094,发票|广州发票|开发票公司,http://www.fapiao-gz.com,174.139.28.122,假发票
4095,正规发票网,http://www.fapiao258.cn,174.139.9.94,假发票
4096,上海东方财税公司,http://www.fapiao118.com,174.139.28.123,假发票
4097,天元财税,http://www.fap999.com,76.163.237.146,假发票
4098,北京芳奇财务发票公司,http://www.fangluoqi.com,184.82.137.3,假发票
4099,北京餐饮发票13718665746京海财税,http://www.fafapiao.com,67.228.203.36,假发票
4100,长沙发票,http://www.egal-lighting.com,50.93.196.113,假发票
4101,海发票,http://www.donxv.com,76.163.176.139,假发票
4102,东祥发票,http://www.dongxiangfapiao.com,66.90.65.250,假发票
4103,深圳发票,http://www.dongbangzs.com,174.139.104.220,假发票
4104,大连发票,http://www.dl-fapiao.com,184.105.241.163,假发票
4105,东莞天丰财税,http://www.dgtfsw.com,50.6.126.222,假发票
4106,沈阳发票_沈阳开发票,http://www.deksin.com,65.19.184.96,假发票
4107,郑州开发票|郑州发票|郑州开发票|开广告发票13826551853-郑州盈辉代理,http://www.cspworkroom.com,76.163.181.172,假发票
4108,北京中新康达账务有限公司,http://www.cn-honet.com,50.6.219.210,假发票
4109,北京发票,http://www.cnbjfp.com,96.46.5.77,假发票
4110,,http://www.cmxhzx.com,50.93.196.111,假发票
4111,上海开发票_开上海发票-13817000650创辉税务-代开上海增值税发票,http://www.chuanghuisw.com,67.228.206.122,假发票
4112,成都润通财税咨询公司13881898266,http://www.cdrtsw.com,174.36.172.180,假发票
4113,深圳开发票,http://www.cccsz.com,205.209.183.50,假发票
4114,税票代理,http://www.buxiugangshichang.com,174.139.104.219,假发票
4115,北京博生票务13715222264,http://www.bs226.com,64.17.177.245,假发票
4116,深圳开发票,http://www.bowcs.com,50.6.246.37,假发票
